Namespace(batchSize=128, epoch=300, lr=0.1, method='momsgd', modelIn=None, modelOut='./vgg16/noise_0.1.pth', ngpu=1, noise=0.1)
Files already downloaded and verified
Files already downloaded and verified
[Epoch 0] Time: 34.66738939285278, Train loss: 0.01740966288089752, Train accuracy: 0.14648, Test loss: 0.017725633931159973, Test accuracy: 0.1361
[Epoch 1] Time: 66.19782018661499, Train loss: 0.014995862205028535, Train accuracy: 0.2387, Test loss: 0.015228140974044799, Test accuracy: 0.2359
[Epoch 2] Time: 98.08090400695801, Train loss: 0.012991131391525268, Train accuracy: 0.35376, Test loss: 0.013432810366153717, Test accuracy: 0.351
[Epoch 3] Time: 130.09848880767822, Train loss: 0.010758219335079193, Train accuracy: 0.49182, Test loss: 0.011352425098419189, Test accuracy: 0.4699
[Epoch 4] Time: 162.20261812210083, Train loss: 0.009217483928203582, Train accuracy: 0.58494, Test loss: 0.00997259476184845, Test accuracy: 0.5632
[Epoch 5] Time: 194.4586009979248, Train loss: 0.007707533680200577, Train accuracy: 0.65274, Test loss: 0.007917604851722717, Test accuracy: 0.6528
[Epoch 6] Time: 226.72049522399902, Train loss: 0.006248005406856537, Train accuracy: 0.72478, Test loss: 0.006998502284288406, Test accuracy: 0.6992
[Epoch 7] Time: 258.94667768478394, Train loss: 0.005865503431558609, Train accuracy: 0.74524, Test loss: 0.006560430496931076, Test accuracy: 0.7249
[Epoch 8] Time: 291.2335295677185, Train loss: 0.005452388089299202, Train accuracy: 0.767, Test loss: 0.006561852765083313, Test accuracy: 0.7254
[Epoch 9] Time: 323.68350982666016, Train loss: 0.004889839491844177, Train accuracy: 0.79034, Test loss: 0.005436149835586548, Test accuracy: 0.7725
[Epoch 10] Time: 355.91163992881775, Train loss: 0.005377052446603775, Train accuracy: 0.77062, Test loss: 0.006108572518825531, Test accuracy: 0.75
[Epoch 11] Time: 388.12658166885376, Train loss: 0.004992143687009811, Train accuracy: 0.78746, Test loss: 0.005382133662700653, Test accuracy: 0.7745
[Epoch 12] Time: 420.4766139984131, Train loss: 0.004553607597947121, Train accuracy: 0.80678, Test loss: 0.005401839312911033, Test accuracy: 0.7754
[Epoch 13] Time: 452.6963572502136, Train loss: 0.004432174655795098, Train accuracy: 0.81546, Test loss: 0.005390855139493942, Test accuracy: 0.7805
[Epoch 14] Time: 484.8607633113861, Train loss: 0.004233320333957672, Train accuracy: 0.82034, Test loss: 0.005112604436278343, Test accuracy: 0.7887
[Epoch 15] Time: 517.0593721866608, Train loss: 0.004222466697096825, Train accuracy: 0.81744, Test loss: 0.004869627845287323, Test accuracy: 0.7963
[Epoch 16] Time: 549.3979239463806, Train loss: 0.004133993226289749, Train accuracy: 0.82564, Test loss: 0.00500190170109272, Test accuracy: 0.7942
[Epoch 17] Time: 581.9653341770172, Train loss: 0.004193566970229149, Train accuracy: 0.82186, Test loss: 0.004796836876869202, Test accuracy: 0.8046
[Epoch 18] Time: 614.2370011806488, Train loss: 0.004090397307872772, Train accuracy: 0.82412, Test loss: 0.004950717744231224, Test accuracy: 0.7947
